opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
GY10EROJ,6,1,10,Engaging,2017-07-20,,
90G292UY,6,1,,Engaging,2017-07-20,,
JDHHDOX8,6,1,,Engaging,2017-07-20,,
KTWP0SMT,6,1,,Engaging,2017-07-20,,
29W6WPLA,6,6,27,Engaging,2017-07-20,,
CDVDL9I5,6,6,,Engaging,2017-07-20,,
PJ75Q8VM,6,2,,Engaging,2017-07-20,,
0NSRB3EO,6,3,,Engaging,2017-07-20,,
TDJ3N8EJ,32,4,43,Engaging,2017-07-20,,
AEMGFUYH,31,2,54,Won,2017-07-20,2017-07-26,4428.0
7439NGIG,7,2,69,Engaging,2017-07-20,,
6GLF0PU0,34,1,64,Won,2017-07-20,2017-07-27,523.0
3JW6CZ7K,5,1,,Engaging,2017-07-20,,
F3EOBN5A,5,5,28,Engaging,2017-07-20,,
AERVH1AC,9,6,,Engaging,2017-07-20,,
BBOWBQA6,9,5,6,Engaging,2017-07-20,,
908W84Y6,21,6,49,Lost,2017-07-20,2017-07-22,0.0
48CVYAIE,21,5,56,Lost,2017-07-20,2017-07-30,0.0
ULY6LFT1,14,2,49,Won,2017-07-20,2017-07-31,5392.0
IYDR200I,24,1,24,Lost,2017-07-20,2017-07-27,0.0
2QHB4SYK,12,3,82,Won,2017-07-20,2017-07-28,55.0
GEQ7KT9J,16,6,56,Engaging,2017-07-20,,
S50ETCN7,1,6,,Engaging,2017-07-21,,
0KRVN3V5,1,4,35,Engaging,2017-07-21,,
JNDSA5B4,1,1,73,Lost,2017-07-21,2017-11-06,0.0
L3DT2WVO,22,2,27,Won,2017-07-21,2017-11-20,4197.0
OCMCRBJR,22,4,49,Won,2017-07-21,2017-09-18,3830.0
II0SKLFO,19,1,20,Won,2017-07-21,2017-07-30,494.0
UJ58VMZT,2,6,,Engaging,2017-07-21,,
E8GD44YC,2,6,,Engaging,2017-07-21,,
A3T91VUM,2,3,,Engaging,2017-07-21,,
LIYJSU0E,18,5,44,Won,2017-07-21,2017-07-22,5118.0
S6YZO6UQ,10,2,,Engaging,2017-07-21,,
PI45UJKA,10,2,,Engaging,2017-07-21,,
T9QD8U1Y,10,3,2,Engaging,2017-07-21,,
WLDFQR7Z,10,4,8,Engaging,2017-07-21,,
PNISVWNN,10,4,61,Engaging,2017-07-21,,
SEDTNUD7,10,6,72,Won,2017-07-21,2017-07-28,1000.0
9UO306XU,10,2,13,Won,2017-07-21,2017-07-26,5347.0
GN16L9RW,20,1,26,Lost,2017-07-21,2017-07-22,0.0
GVRA1VJJ,20,1,69,Lost,2017-07-21,2017-07-29,0.0
TBXMDI2Q,20,5,56,Won,2017-07-21,2017-08-23,5340.0
0HVUV9OY,8,1,,Engaging,2017-07-21,,
GVJFKHNL,8,3,63,Engaging,2017-07-21,,
COSC7XVA,8,4,,Engaging,2017-07-21,,
L6CE1E4L,8,1,68,Lost,2017-07-21,2017-11-17,0.0
RNCYPVJO,8,4,66,Won,2017-07-21,2017-07-31,2970.0
9UTOQBAH,30,2,58,Lost,2017-07-21,2017-07-28,0.0
WARBRUXU,6,1,66,Engaging,2017-07-21,,
02K37JAK,6,6,,Engaging,2017-07-21,,
6F5TIV66,6,6,,Engaging,2017-07-21,,
HTEAOHFO,32,1,,Engaging,2017-07-21,,
PAUXUGK3,31,6,65,Won,2017-07-21,2017-07-30,997.0
VJ9K12PY,4,3,,Engaging,2017-07-21,,
HWY9HTK2,4,6,25,Lost,2017-07-21,2017-07-29,0.0
983QHALZ,4,4,66,Lost,2017-07-21,2017-07-30,0.0
MV7I9RKH,7,6,73,Engaging,2017-07-21,,
CBQRKYZP,7,5,63,Engaging,2017-07-21,,
ETLF2H4K,34,6,,Engaging,2017-07-21,,
XVB2CGL6,34,2,,Engaging,2017-07-21,,
GE4QGOCI,5,3,,Engaging,2017-07-21,,
P5B6BZWO,5,1,23,Won,2017-07-21,2017-07-30,526.0
F7ZPP0C4,9,5,11,Lost,2017-07-21,2017-07-28,0.0
N0UCNVKJ,9,1,19,Won,2017-07-21,2017-07-30,418.0
5OAWTEIU,9,3,68,Won,2017-07-21,2017-07-28,54.0
55NG8O95,25,1,34,Won,2017-07-21,2017-09-07,622.0
DL3Q5HAD,14,5,74,Won,2017-07-21,2017-08-23,4930.0
3YDXZ4FA,3,5,,Engaging,2017-07-21,,
EUBMHJGQ,3,3,36,Engaging,2017-07-21,,
0T9EBKZL,3,3,62,Won,2017-07-21,2017-07-28,51.0
6KOHYTT4,3,4,3,Won,2017-07-21,2017-07-30,3167.0
3L8ECZK8,3,4,29,Won,2017-07-21,2017-09-27,3038.0
R69OYH4Z,24,2,74,Engaging,2017-07-21,,
S0Z4QVL2,24,2,,Engaging,2017-07-21,,
JAH8NGC2,24,4,77,Won,2017-07-21,2017-09-24,2851.0
I9SPENCQ,12,6,10,Engaging,2017-07-21,,
REAFB3C3,33,1,,Engaging,2017-07-21,,
0Z8ZAS2M,33,1,,Engaging,2017-07-21,,
VRCYXSP1,33,1,,Engaging,2017-07-21,,
93818DZF,33,1,14,Lost,2017-07-21,2017-11-18,0.0
7B3DXNZL,33,2,17,Won,2017-07-21,2017-07-22,5283.0
DZAFN4I1,33,3,17,Won,2017-07-21,2017-07-23,49.0
QRR70537,1,1,,Engaging,2017-07-22,,
T4AW06MM,1,5,,Engaging,2017-07-22,,
FEFNNXH1,1,3,64,Engaging,2017-07-22,,
3DATPTEH,1,3,,Engaging,2017-07-22,,
FT5U6NIG,1,3,,Engaging,2017-07-22,,
RQF6II3D,1,3,,Engaging,2017-07-22,,
E9J482PX,1,4,,Engaging,2017-07-22,,
RZYCBSQN,1,6,12,Lost,2017-07-22,2017-07-29,0.0
84BIAFGY,1,4,67,Lost,2017-07-22,2017-11-03,0.0
YQACOZV4,19,6,78,Lost,2017-07-22,2017-09-12,0.0
DNIX6FCG,19,3,27,Lost,2017-07-22,2017-07-27,0.0
6U7RD3TG,19,4,37,Won,2017-07-22,2017-07-23,3684.0
610D6711,19,4,63,Won,2017-07-22,2017-11-23,2986.0
8QDSXHQ8,2,1,,Engaging,2017-07-22,,
5DQZSOBE,2,6,,Engaging,2017-07-22,,
OT5G3M9A,2,4,73,Engaging,2017-07-22,,
3Z5NBGAT,2,3,66,Won,2017-07-22,2017-07-23,50.0
WNRDPS5I,13,2,20,Lost,2017-07-22,2017-08-02,0.0
ZUSDWKSM,13,2,26,Lost,2017-07-22,2017-07-29,0.0
TQQDICC6,10,1,,Engaging,2017-07-22,,
P66UXGPS,10,6,,Engaging,2017-07-22,,
FY5MBCWQ,10,2,,Engaging,2017-07-22,,
UAX2OR58,10,3,,Engaging,2017-07-22,,
NK1TQTYO,10,2,68,Lost,2017-07-22,2017-07-24,0.0
676KO0LG,10,6,30,Won,2017-07-22,2017-07-29,927.0
D6PFP040,10,2,15,Won,2017-07-22,2017-09-05,5113.0
MHMD41XY,28,3,6,Won,2017-07-22,2017-07-23,51.0
YBY3PA1S,8,1,,Engaging,2017-07-22,,
751V8OFM,8,6,25,Engaging,2017-07-22,,
33BMGHPN,8,3,53,Engaging,2017-07-22,,
XNHTLVT1,8,3,,Engaging,2017-07-22,,
8TFYRWZ6,8,4,49,Engaging,2017-07-22,,
LRLER1XS,26,3,24,Won,2017-07-22,2017-09-14,64.0
E26Z10W7,30,3,,Engaging,2017-07-22,,
ZTQD4PLQ,6,6,,Engaging,2017-07-22,,
4RWE00T8,6,1,60,Lost,2017-07-22,2017-11-05,0.0
P3XN6SXX,6,6,16,Lost,2017-07-22,2017-07-24,0.0
L65X2CDL,6,2,36,Lost,2017-07-22,2017-11-12,0.0
12HRYJQH,31,1,44,Won,2017-07-22,2017-07-23,442.0
2CZUU9E0,4,1,,Engaging,2017-07-22,,
I2ESAAIK,4,6,,Engaging,2017-07-22,,
IMLG35AP,4,5,,Engaging,2017-07-22,,
0T2CY70E,4,4,,Engaging,2017-07-22,,
5ZA8MURX,27,2,21,Lost,2017-07-22,2017-07-30,0.0
Y7AC2LSL,27,4,6,Won,2017-07-22,2017-09-30,3015.0
ME2X1TEG,7,4,9,Lost,2017-07-22,2017-07-24,0.0
30KP0JMN,34,5,77,Lost,2017-07-22,2017-07-23,0.0
AWCGYWTE,5,3,43,Engaging,2017-07-22,,
UJTU7DUB,5,3,,Engaging,2017-07-22,,
JOLNKYNH,5,4,,Engaging,2017-07-22,,
TV2M081C,5,4,,Engaging,2017-07-22,,
SJGOQMLT,5,4,,Engaging,2017-07-22,,
BG156UAV,5,4,12,Lost,2017-07-22,2017-07-23,0.0
S7T5AHQH,5,6,66,Won,2017-07-22,2017-07-23,1174.0
48UPZJ45,9,4,57,Won,2017-07-22,2017-09-28,3696.0
T0SO96YG,21,1,49,Lost,2017-07-22,2017-07-30,0.0
YCQABCDI,21,4,2,Won,2017-07-22,2017-11-03,3252.0
MM79TSUR,3,3,,Engaging,2017-07-22,,
INLVV78V,3,3,,Engaging,2017-07-22,,
4JTH72JR,3,3,,Engaging,2017-07-22,,
TTKPNDTP,3,4,,Engaging,2017-07-22,,
8JZ4R9BW,3,3,28,Lost,2017-07-22,2017-11-04,0.0
PTFOEUO4,3,3,29,Lost,2017-07-22,2017-07-23,0.0
ZCCBTBIQ,24,2,17,Lost,2017-07-22,2017-07-23,0.0
1TJ6WP5R,24,3,36,Won,2017-07-22,2017-09-23,65.0
QELHQ898,33,6,67,Engaging,2017-07-22,,
J732416R,1,3,,Engaging,2017-07-23,,
IAUXJ05J,1,3,,Engaging,2017-07-23,,
G7H64S20,1,4,,Engaging,2017-07-23,,
9Q7NSPTF,19,5,,Engaging,2017-07-23,,
WHF75273,19,6,80,Won,2017-07-23,2017-09-05,904.0
AH58AQ3B,2,1,72,Won,2017-07-23,2017-07-24,541.0
292W4P09,13,1,43,Won,2017-07-23,2017-07-25,630.0
MG0LTCCE,18,6,78,Won,2017-07-23,2017-07-30,1231.0
ZRCQXB38,10,1,,Engaging,2017-07-23,,
EJJCUJ3P,10,6,,Engaging,2017-07-23,,
ODFL6HOF,10,6,,Engaging,2017-07-23,,
Q1HNDPKW,10,2,,Engaging,2017-07-23,,
ANNUH4KM,10,1,16,Won,2017-07-23,2017-11-20,556.0
L3V8UK9H,10,6,66,Won,2017-07-23,2017-07-31,1070.0
2CRE26AC,28,3,51,Won,2017-07-23,2017-07-25,57.0
6GG9CSTV,8,3,,Engaging,2017-07-23,,
5WSQ6D2E,8,3,,Engaging,2017-07-23,,
3J1LNCA4,26,6,35,Lost,2017-07-23,2017-07-31,0.0
4PDYHVX1,30,5,41,Won,2017-07-23,2017-07-25,4824.0
BICJY3FZ,6,5,68,Won,2017-07-23,2017-11-19,6049.0
4P12PLQA,32,3,17,Won,2017-07-23,2017-07-28,58.0
4942W0E7,32,4,44,Won,2017-07-23,2017-08-20,3335.0
TGTJ0NBT,31,6,17,Lost,2017-07-23,2017-07-30,0.0
K6MTPSB5,4,1,,Engaging,2017-07-23,,
D2QPN9LN,4,1,,Engaging,2017-07-23,,
021Z2J9L,27,7,60,Engaging,2017-07-23,,
W8W6N0LL,27,2,42,Lost,2017-07-23,2017-11-07,0.0
SEF4LOIS,7,6,19,Lost,2017-07-23,2017-07-25,0.0
BNIU5YZ2,7,6,72,Won,2017-07-23,2017-08-07,1006.0
CPK36NED,7,4,68,Won,2017-07-23,2017-08-02,3367.0
VYWQ3U5S,34,1,24,Lost,2017-07-23,2017-11-10,0.0
HDWQM6JT,34,6,65,Lost,2017-07-23,2017-07-28,0.0
EYBMEX1Z,5,1,,Engaging,2017-07-23,,
T0MUE2H7,5,3,67,Lost,2017-07-23,2017-08-06,0.0
G1M1KVHU,9,6,78,Engaging,2017-07-23,,
LXS3Z82E,9,4,,Engaging,2017-07-23,,
ZDRRL61D,9,6,9,Lost,2017-07-23,2017-07-25,0.0
YRWX35AS,21,2,52,Lost,2017-07-23,2017-07-31,0.0
YT5I3AUS,21,1,78,Won,2017-07-23,2017-07-31,494.0
IS8Z2CQA,21,2,52,Won,2017-07-23,2017-07-30,4434.0
S3LATQVJ,3,6,43,Engaging,2017-07-23,,
P3Z2LYCL,3,3,,Engaging,2017-07-23,,
LPR6G7AE,3,3,73,Lost,2017-07-23,2017-07-28,0.0
CJAQVPDP,3,4,85,Lost,2017-07-23,2017-09-05,0.0
757V8R2Z,12,3,37,Won,2017-07-23,2017-09-01,54.0
7KUYF1U3,12,3,42,Won,2017-07-23,2017-08-06,48.0
7QE84GCH,12,4,20,Won,2017-07-23,2017-09-12,2855.0
1WA46LC9,16,1,43,Won,2017-07-23,2017-07-30,538.0
MIGDLH14,33,1,,Engaging,2017-07-23,,
L9CJZZ59,33,5,41,Lost,2017-07-23,2017-09-29,0.0
7FZ9CBZ3,1,5,61,Engaging,2017-07-24,,
513PSPBN,1,5,,Engaging,2017-07-24,,
JWUWBI4D,1,5,25,Lost,2017-07-24,2017-09-03,0.0
11LIZUQE,19,4,,Engaging,2017-07-24,,
GHB3UIDV,13,1,84,Won,2017-07-24,2017-07-26,458.0
0TC6I9SJ,10,2,19,Engaging,2017-07-24,,
WGFTBY3W,10,2,,Engaging,2017-07-24,,
NCCB118E,10,2,,Engaging,2017-07-24,,
WSQHC199,10,3,,Engaging,2017-07-24,,
VV6T07G4,10,4,,Engaging,2017-07-24,,
23R03LTJ,10,6,76,Won,2017-07-24,2017-08-07,996.0
AHUTOSMS,10,2,28,Won,2017-07-24,2017-07-31,4772.0
2T3QDLXY,20,2,37,Won,2017-07-24,2017-07-26,4490.0
J5DVK5F3,20,4,27,Won,2017-07-24,2017-11-02,3260.0
M3PCMYJ0,28,1,17,Won,2017-07-24,2017-08-06,584.0
H5RRJOD9,28,4,42,Won,2017-07-24,2017-07-30,3371.0
7OZ7L8BB,8,1,,Engaging,2017-07-24,,
RTWAUR7C,8,5,79,Engaging,2017-07-24,,
BUQ655AB,8,2,12,Won,2017-07-24,2017-09-27,4868.0
QDNA6HW3,8,4,57,Won,2017-07-24,2017-08-07,3271.0
QGXJLNK1,6,1,,Engaging,2017-07-24,,
T0VHKKCN,6,2,73,Lost,2017-07-24,2017-07-25,0.0
E3Z74U5K,4,1,,Engaging,2017-07-24,,
7R0TEEHW,4,3,12,Lost,2017-07-24,2017-08-28,0.0
Q3HHDSDS,7,1,,Engaging,2017-07-24,,
0S6OQ9AO,7,6,,Engaging,2017-07-24,,
CA3BRUJO,7,6,45,Won,2017-07-24,2017-07-25,1171.0
7AFBJFP5,34,3,,Engaging,2017-07-24,,
7MP6KLZO,5,1,32,Engaging,2017-07-24,,
2TYZRE2R,5,3,48,Engaging,2017-07-24,,
U5K1Y35J,5,3,38,Won,2017-07-24,2017-07-25,58.0
H2FCUPHJ,9,2,,Engaging,2017-07-24,,
Y7TVU9AY,9,1,68,Lost,2017-07-24,2017-11-06,0.0
ZNZCBGN7,14,2,80,Lost,2017-07-24,2017-07-26,0.0
IT2UBEW4,14,3,84,Won,2017-07-24,2017-07-25,59.0
806KPNNN,3,1,81,Engaging,2017-07-24,,
8Y4LJOJ0,3,6,,Engaging,2017-07-24,,
Z7EBMMAE,3,3,,Engaging,2017-07-24,,
KT4OEP4X,3,3,,Engaging,2017-07-24,,
ODHVHXKS,3,3,,Engaging,2017-07-24,,
SZS2IPM3,3,4,17,Engaging,2017-07-24,,
YY2DWBG5,3,4,59,Engaging,2017-07-24,,
X19CKKZ1,3,3,36,Won,2017-07-24,2017-07-31,50.0
DZOLKFK6,24,5,35,Lost,2017-07-24,2017-11-21,0.0
H5E0GSHQ,12,3,43,Lost,2017-07-24,2017-07-30,0.0
P91SQBST,1,3,14,Engaging,2017-07-25,,
4DLY9ZDH,1,4,14,Engaging,2017-07-25,,
ZNEQXZZK,1,4,18,Engaging,2017-07-25,,
CBPVAIQ7,22,1,53,Lost,2017-07-25,2017-08-03,0.0
JND57DH5,22,3,40,Won,2017-07-25,2017-08-01,48.0
8PUH80YZ,19,1,8,Won,2017-07-25,2017-08-21,511.0
22WVAXR2,19,6,48,Won,2017-07-25,2017-07-29,1311.0
VVO21D4Z,2,1,,Engaging,2017-07-25,,
SXFE42KG,2,4,30,Engaging,2017-07-25,,
MA9SBSLE,2,3,19,Lost,2017-07-25,2017-07-27,0.0
PKRDEUWE,13,1,42,Lost,2017-07-25,2017-08-02,0.0
LJ5FQGLZ,18,5,56,Won,2017-07-25,2017-07-27,6100.0
KMJMLQ4P,18,3,63,Won,2017-07-25,2017-08-01,61.0
APIB681L,10,1,,Engaging,2017-07-25,,
TFSKOBH7,10,1,,Engaging,2017-07-25,,
LUTZ8UQM,10,2,39,Engaging,2017-07-25,,
1QKDD1OI,10,2,39,Engaging,2017-07-25,,
2GFL3TAF,10,2,,Engaging,2017-07-25,,
CUSWE9PB,10,2,,Engaging,2017-07-25,,
XFCKQ7RI,10,4,,Engaging,2017-07-25,,
94E71JAP,10,6,39,Lost,2017-07-25,2017-11-13,0.0
VBVO5X8W,10,2,15,Lost,2017-07-25,2017-08-08,0.0
6UUZ4IJ5,10,1,59,Won,2017-07-25,2017-08-03,528.0
6EXXL6M4,10,1,66,Won,2017-07-25,2017-07-31,581.0
L9BTE2RA,10,5,72,Won,2017-07-25,2017-09-29,5947.0
EVU2E5ZZ,20,4,27,Lost,2017-07-25,2017-08-02,0.0
PQL5GITI,8,1,,Engaging,2017-07-25,,
8AK3KGFA,8,4,,Engaging,2017-07-25,,
PBTSZ2Q2,8,2,39,Lost,2017-07-25,2017-11-05,0.0
7F2DDW3C,26,4,,Engaging,2017-07-25,,
BEDNZXVE,6,1,,Engaging,2017-07-25,,
D28ANNYX,32,1,33,Won,2017-07-25,2017-12-02,508.0
CGFLLZZI,31,3,,Engaging,2017-07-25,,
GZ6SFRAT,4,3,36,Engaging,2017-07-25,,
JH643YRI,4,4,74,Engaging,2017-07-25,,
YCQTM2BQ,4,4,,Engaging,2017-07-25,,
30OFYJUN,4,1,19,Lost,2017-07-25,2017-07-31,0.0
10ICDVM2,4,1,45,Won,2017-07-25,2017-07-30,537.0
KUAZF4E7,27,6,6,Lost,2017-07-25,2017-11-27,0.0
Y3TOQUQI,7,1,84,Engaging,2017-07-25,,
RV5Y8DRY,7,5,,Engaging,2017-07-25,,
HJRM13DI,7,3,73,Engaging,2017-07-25,,
IVANA47K,7,6,9,Won,2017-07-25,2017-07-27,1031.0
G2XP6IGJ,5,1,,Engaging,2017-07-25,,
MLD3WEJC,5,4,77,Engaging,2017-07-25,,
DZP0MNRM,9,6,44,Engaging,2017-07-25,,
OBC504T8,9,6,,Engaging,2017-07-25,,
CMW6IQJI,9,4,22,Engaging,2017-07-25,,
4KP2GEFF,9,6,15,Won,2017-07-25,2017-11-03,1077.0
8ODHXBNE,25,3,,Engaging,2017-07-25,,
VO1YR5CY,3,1,,Engaging,2017-07-25,,
FHPRER2D,3,3,65,Engaging,2017-07-25,,
WOB1ULFR,3,4,19,Won,2017-07-25,2017-11-04,3306.0
7IKDD9UG,12,1,5,Won,2017-07-25,2017-07-26,491.0
UVCHXUIG,1,3,45,Engaging,2017-07-26,,
V02WMIWK,1,3,,Engaging,2017-07-26,,
59SUBXGP,1,3,68,Won,2017-07-26,2017-12-02,53.0
37UCYEDY,19,6,7,Engaging,2017-07-26,,
TFL3C3JS,19,5,37,Won,2017-07-26,2017-09-27,5228.0
EM3NYEYC,2,5,16,Lost,2017-07-26,2017-07-31,0.0
1976N63N,10,6,43,Engaging,2017-07-26,,
7TFHGN6O,10,5,38,Engaging,2017-07-26,,
L6223VHA,10,2,69,Engaging,2017-07-26,,
TJ7PNIXL,10,2,,Engaging,2017-07-26,,
VMBM5EKL,10,2,,Engaging,2017-07-26,,
8TD2LLOF,10,4,,Engaging,2017-07-26,,
KPFV2AAL,10,2,68,Lost,2017-07-26,2017-11-17,0.0
V2JOV5MF,10,2,16,Won,2017-07-26,2017-07-27,4677.0
DEVXF86R,20,6,1,Lost,2017-07-26,2017-09-29,0.0
VA9AGU75,20,2,42,Lost,2017-07-26,2017-09-26,0.0
0MKW8IPC,20,1,78,Won,2017-07-26,2017-07-28,554.0
7RLLNAYC,8,3,,Engaging,2017-07-26,,
BRDB1I76,8,3,,Engaging,2017-07-26,,
EFKPYBI9,8,4,77,Engaging,2017-07-26,,
P8P9MKJL,8,5,15,Won,2017-07-26,2017-09-23,5548.0
S7PY8R2V,8,4,25,Won,2017-07-26,2017-07-28,3809.0
PW9DTZON,30,2,18,Engaging,2017-07-26,,
G0DTQHIC,6,1,,Engaging,2017-07-26,,
75WYC9TY,6,1,29,Lost,2017-07-26,2017-07-30,0.0
FPLXC8Z3,31,5,,Engaging,2017-07-26,,
CEWDZ3ZD,31,3,61,Won,2017-07-26,2017-08-10,53.0
OD895EQM,4,5,,Engaging,2017-07-26,,
KPH05GU8,4,4,71,Engaging,2017-07-26,,
VBB0LCEN,4,4,,Engaging,2017-07-26,,
F56MSU4B,4,4,3,Lost,2017-07-26,2017-07-30,0.0
BR18O9U1,7,6,59,Won,2017-07-26,2017-07-28,1044.0
88CM27UB,34,2,42,Lost,2017-07-26,2017-07-30,0.0
IK7LMFER,5,3,,Engaging,2017-07-26,,
P3K1DVYB,5,4,,Engaging,2017-07-26,,
BB1PRS3T,5,4,,Engaging,2017-07-26,,
WQ5U8PPM,9,6,74,Engaging,2017-07-26,,
Q5GNQ823,24,2,,Engaging,2017-07-26,,
BE0RAJF5,24,2,22,Lost,2017-07-26,2017-08-06,0.0
KO7UWLAU,16,4,78,Won,2017-07-26,2017-07-28,3596.0
T50TV9SO,33,1,,Engaging,2017-07-26,,
4SJGBWQL,33,6,36,Lost,2017-07-26,2017-07-27,0.0
AWFSNZ2U,33,6,64,Won,2017-07-26,2017-12-01,1091.0
S3E48VE0,33,2,54,Won,2017-07-26,2017-09-26,6000.0
N9GIC5PC,1,5,,Engaging,2017-07-27,,
1T5WFCEJ,1,5,,Engaging,2017-07-27,,
1XJFMYCW,1,3,31,Engaging,2017-07-27,,
YYU1J6E1,1,3,,Engaging,2017-07-27,,
SCR1IKLQ,1,5,4,Won,2017-07-27,2017-07-29,5068.0
IF8PILJR,1,3,29,Won,2017-07-27,2017-07-29,46.0
2K52EH11,19,4,75,Lost,2017-07-27,2017-12-12,0.0
KPYCCBQA,2,6,,Engaging,2017-07-27,,
HTY5G7DI,2,4,62,Won,2017-07-27,2017-08-02,3025.0
TX88GTDE,13,6,20,Lost,2017-07-27,2017-07-29,0.0
SSK95WLX,10,6,,Engaging,2017-07-27,,
PQ104BT2,10,2,24,Engaging,2017-07-27,,
GQ7H31ZJ,10,2,25,Engaging,2017-07-27,,
9B7FS6YL,10,2,44,Engaging,2017-07-27,,
M6JT5RL8,10,2,,Engaging,2017-07-27,,
45H84LNT,10,2,,Engaging,2017-07-27,,
E8MIFXOH,10,2,,Engaging,2017-07-27,,
UO8DLVVQ,10,2,,Engaging,2017-07-27,,
R7H0M07R,10,4,,Engaging,2017-07-27,,
JQ5AOYQ8,10,4,,Engaging,2017-07-27,,
2GQH9FKJ,10,2,15,Won,2017-07-27,2017-08-09,4790.0
MW3K8553,10,2,85,Won,2017-07-27,2017-08-23,4861.0
G7RZTAMV,8,5,,Engaging,2017-07-27,,
82K9NWKO,8,4,,Engaging,2017-07-27,,
E41SDK40,8,1,9,Lost,2017-07-27,2017-09-15,0.0
RFXH6VDX,26,6,,Engaging,2017-07-27,,
RDFUGEA2,30,1,36,Won,2017-07-27,2017-09-15,586.0
64KHY8MT,6,1,,Engaging,2017-07-27,,
5PWO4RPC,6,1,,Engaging,2017-07-27,,
PU62ZGX4,6,6,64,Engaging,2017-07-27,,
EVDKJDY3,6,6,,Engaging,2017-07-27,,
I8TEUO2C,32,1,61,Won,2017-07-27,2017-08-10,514.0
BY1TB6D2,27,2,44,Won,2017-07-27,2017-07-28,4209.0
WX546S1D,7,1,,Engaging,2017-07-27,,
S2Y2Q1D2,7,6,64,Engaging,2017-07-27,,
PYRLUYIQ,7,6,79,Engaging,2017-07-27,,
2AMVTZLM,7,3,28,Lost,2017-07-27,2017-08-01,0.0
8IOAX81S,7,6,16,Won,2017-07-27,2017-08-07,965.0
EN8JHUXA,5,1,,Engaging,2017-07-27,,
I3IRJZRL,9,1,,Engaging,2017-07-27,,
51H02FX1,9,3,,Engaging,2017-07-27,,
9SRD5NCR,25,7,,Engaging,2017-07-27,,
EYWL3H5G,25,5,51,Lost,2017-07-27,2017-07-28,0.0
18YA4UUP,3,5,78,Engaging,2017-07-27,,
WVT3X6IC,3,3,,Engaging,2017-07-27,,
YUGFGRUT,24,1,34,Won,2017-07-27,2017-08-06,651.0
VD2KHXRY,33,2,72,Engaging,2017-07-27,,
P7MSQO38,1,1,80,Engaging,2017-07-28,,
10QE4JCA,1,3,,Engaging,2017-07-28,,
O6B0YK1X,1,4,13,Lost,2017-07-28,2017-08-03,0.0
DXRG254A,22,1,,Engaging,2017-07-28,,
NLWICKPS,19,6,74,Lost,2017-07-28,2017-11-07,0.0
Z6FPHRV7,13,1,26,Won,2017-07-28,2017-11-11,550.0
X33HL9WS,18,6,,Engaging,2017-07-28,,
9Z2WTTNY,10,6,67,Engaging,2017-07-28,,
ZJLW1OPF,10,2,78,Engaging,2017-07-28,,
Q62JFLLD,10,2,,Engaging,2017-07-28,,
3PPHOXTT,10,3,,Engaging,2017-07-28,,
LJ59Y2TK,10,2,59,Lost,2017-07-28,2017-07-29,0.0
80S3ED8B,10,1,13,Won,2017-07-28,2017-08-23,589.0
2IKGOPW1,10,2,38,Won,2017-07-28,2017-07-30,4387.0
7Y10BR02,10,2,68,Won,2017-07-28,2017-07-30,4555.0
4L8RQVL9,20,2,48,Lost,2017-07-28,2017-08-06,0.0
9T954T67,28,1,33,Won,2017-07-28,2017-07-29,514.0
N07XYH50,8,2,51,Engaging,2017-07-28,,
CEOEM2MY,26,6,50,Lost,2017-07-28,2017-07-29,0.0
VIFA2I18,6,1,,Engaging,2017-07-28,,
7K31BXX3,6,2,,Engaging,2017-07-28,,
I5FVCO24,6,2,9,Won,2017-07-28,2017-07-29,4671.0
WTG4IAG0,32,3,46,Lost,2017-07-28,2017-07-29,0.0
NFKUICVA,32,1,64,Won,2017-07-28,2017-11-15,518.0
V3G1HBTZ,4,1,50,Engaging,2017-07-28,,
XV41LZYE,4,1,,Engaging,2017-07-28,,
0RI2I8ZL,4,1,,Engaging,2017-07-28,,
7W9S4DCZ,4,3,14,Engaging,2017-07-28,,
3L3W9W8I,7,1,,Engaging,2017-07-28,,
WL6CZ7N4,7,6,,Engaging,2017-07-28,,
8UCQBI6J,7,2,9,Won,2017-07-28,2017-07-29,4172.0
M5FP7HGQ,5,3,,Engaging,2017-07-28,,
Q8Q4R3SW,5,5,15,Lost,2017-07-28,2017-08-10,0.0
SJ3QA8KP,9,4,73,Engaging,2017-07-28,,
BZNGP0DN,21,3,48,Won,2017-07-28,2017-08-10,53.0
M2ZRU2UH,25,1,,Engaging,2017-07-28,,
Z31RDLIF,14,4,27,Lost,2017-07-28,2017-11-27,0.0
NX2EICNQ,3,1,42,Engaging,2017-07-28,,
E4KNZB95,3,3,4,Won,2017-07-28,2017-08-19,53.0
PJDA3RWU,3,3,12,Won,2017-07-28,2017-08-03,60.0
YUORNX7C,3,3,38,Won,2017-07-28,2017-11-01,53.0
0WJLKMUA,12,2,1,Lost,2017-07-28,2017-07-29,0.0
7XP06LUZ,16,3,81,Lost,2017-07-28,2017-12-02,0.0
5BT0Y4MB,33,1,33,Lost,2017-07-28,2017-07-30,0.0
T0TDA2O1,1,5,,Engaging,2017-07-29,,
B1ZN2CFP,1,4,,Engaging,2017-07-29,,
WCCEBK6E,1,5,39,Won,2017-07-29,2017-08-05,4603.0
3A2CCWEG,2,3,,Engaging,2017-07-29,,
